,avg_tem,avg_hum,avg_dew,max_tem,min_tem,max_hum,min_hum,max_hea,Month,date_obj,Year,dep_dew,ran_dew
2484,74.2,22.0,31.1,87.2,61.5,42.0,8.0,83.6,6,2017-06-21,2017,43.1,69.94
2485,65.5,40.0,38.7,81.1,53.6,71.0,17.0,79.2,6,2017-06-22,2017,26.799999999999997,78.94
2486,51.2,71.0,42.0,57.6,42.8,90.0,54.0,57.6,6,2017-06-23,2017,9.200000000000003,59.760000000000005
2487,53.7,64.0,41.0,64.0,37.8,90.0,46.0,64.0,6,2017-06-24,2017,12.700000000000003,74.04
2488,56.4,66.0,44.5,68.4,42.3,91.0,40.0,77.5,6,2017-06-25,2017,11.899999999999999,76.46000000000001
2489,60.9,50.0,38.3,77.2,37.8,92.0,18.0,77.4,6,2017-06-26,2017,22.6,98.03999999999999
2490,65.8,36.0,31.3,83.6,43.1,82.0,9.0,80.8,6,2017-06-27,2017,34.5,98.77999999999999
2491,61.0,45.0,35.5,89.3,14.2,93.0,8.0,85.3,6,2017-06-28,2017,25.5,137.7
2492,61.1,45.0,35.6,89.3,14.2,93.0,8.0,85.3,6,2017-06-29,2017,25.5,137.7
2493,61.1,45.0,35.7,89.3,14.2,93.0,8.0,85.3,6,2017-06-30,2017,25.4,137.7
2494,59.8,48.0,35.9,76.5,37.9,91.0,16.0,77.1,7,2017-07-01,2017,23.9,97.6
2495,63.3,35.0,30.5,83.2,39.8,71.0,10.0,80.5,7,2017-07-02,2017,32.8,97.36
2496,66.0,32.0,33.4,78.3,48.3,61.0,17.0,77.5,7,2017-07-03,2017,32.6,77.84
2497,65.1,37.0,35.4,81.6,47.7,71.0,12.0,79.4,7,2017-07-04,2017,29.699999999999996,87.14
2498,66.3,38.0,34.7,86.1,41.3,78.0,11.0,82.8,7,2017-07-05,2017,31.599999999999994,100.92
2499,66.4,36.0,36.0,86.3,46.8,59.0,14.0,82.9,7,2017-07-06,2017,30.400000000000006,87.7
2500,59.2,64.0,45.5,83.4,44.9,88.0,17.0,80.7,7,2017-07-07,2017,13.700000000000003,96.06
2501,59.7,68.0,48.0,74.4,45.8,93.0,33.0,77.4,7,2017-07-08,2017,11.700000000000003,82.20000000000002
2502,62.7,59.0,45.2,83.6,44.5,89.0,16.0,81.1,7,2017-07-09,2017,17.5,97.38000000000001
2503,64.3,56.0,45.4,84.7,47.6,88.0,19.0,82.3,7,2017-07-10,2017,18.9,93.94
2504,67.9,48.0,45.3,81.4,54.4,89.0,22.0,79.7,7,2017-07-11,2017,22.60000000000001,83.12
2505,62.2,65.0,49.7,69.4,54.4,82.0,44.0,77.4,7,2017-07-12,2017,12.5,60.68000000000001
2506,62.6,58.0,45.0,76.7,45.4,93.0,23.0,78.0,7,2017-07-13,2017,17.6,88.5
2507,65.1,51.0,43.8,81.1,45.4,87.0,21.0,79.7,7,2017-07-14,2017,21.299999999999997,91.46000000000001
2508,63.7,53.0,43.9,78.1,47.6,88.0,24.0,78.4,7,2017-07-15,2017,19.800000000000004,85.53999999999999
2509,63.3,53.0,43.7,80.7,43.2,85.0,28.0,79.7,7,2017-07-16,2017,19.599999999999994,90.02000000000001
2510,66.0,48.0,43.1,84.3,47.7,80.0,19.0,81.6,7,2017-07-17,2017,22.9,90.56
2511,67.8,44.0,42.5,81.8,49.9,76.0,22.0,79.9,7,2017-07-18,2017,25.299999999999997,83.34
2512,66.1,51.0,44.7,87.6,50.2,76.0,17.0,84.0,7,2017-07-19,2017,21.39999999999999,90.64
2513,67.1,55.0,49.5,83.4,54.8,76.0,33.0,81.9,7,2017-07-20,2017,17.599999999999994,76.08000000000001
2514,63.6,62.0,48.0,82.6,55.0,91.0,22.0,80.5,7,2017-07-21,2017,15.600000000000001,84.44
2515,62.1,67.0,49.4,77.0,48.6,93.0,31.0,77.9,7,2017-07-22,2017,12.700000000000003,82.72
2516,64.1,57.0,46.2,80.1,46.1,90.0,28.0,79.5,7,2017-07-23,2017,17.89999999999999,88.32
2517,66.8,47.0,42.2,84.7,48.0,84.0,15.0,82.0,7,2017-07-24,2017,24.599999999999994,93.54
2518,62.9,62.0,47.6,79.4,51.9,92.0,27.0,78.7,7,2017-07-25,2017,15.299999999999997,82.9
2519,59.6,86.0,55.1,71.1,53.1,95.0,58.0,76.2,7,2017-07-26,2017,4.5,63.31999999999999
2520,63.0,76.0,54.7,74.9,50.4,96.0,52.0,77.5,7,2017-07-27,2017,8.299999999999997,72.34
2521,64.5,62.0,49.0,80.3,48.3,91.0,24.0,80.0,7,2017-07-28,2017,15.5,88.12
2522,62.3,71.0,51.7,72.0,54.7,92.0,36.0,77.4,7,2017-07-29,2017,10.599999999999994,69.46000000000001
2523,61.9,69.0,50.8,75.3,50.1,92.0,41.0,77.7,7,2017-07-30,2017,11.100000000000001,75.56
2524,62.9,55.0,42.6,79.6,44.3,94.0,22.0,78.8,7,2017-07-31,2017,20.299999999999997,93.22
2525,61.0,53.0,40.8,75.8,44.9,89.0,22.0,77.4,8,2017-08-01,2017,20.200000000000003,87.02000000000001
2526,60.4,54.0,41.0,80.3,41.6,84.0,17.0,78.7,8,2017-08-02,2017,19.4,94.82
2527,52.9,83.0,47.8,59.6,50.4,92.0,56.0,59.6,8,2017-08-03,2017,5.100000000000001,54.160000000000004
2528,65.1,51.0,40.5,84.1,46.2,94.0,14.0,81.4,8,2017-08-04,2017,24.599999999999994,98.7
2529,63.4,51.0,42.9,79.4,46.5,89.0,25.0,78.7,8,2017-08-05,2017,20.5,87.94000000000001
2530,53.8,84.0,48.8,65.3,42.9,95.0,61.0,65.3,8,2017-08-06,2017,5.0,66.64000000000001
2531,51.2,90.0,48.5,55.3,46.4,94.0,83.0,55.3,8,2017-08-07,2017,2.700000000000003,44.86
2532,52.0,83.0,46.5,65.6,43.5,96.0,51.0,65.6,8,2017-08-08,2017,5.5,70.3
2533,52.9,81.0,46.6,65.8,43.6,95.0,49.0,65.8,8,2017-08-09,2017,6.299999999999997,70.75999999999999
2534,53.6,82.0,47.9,67.6,45.2,96.0,50.0,67.6,8,2017-08-10,2017,5.700000000000003,70.96
2535,56.0,72.0,45.9,71.1,41.3,96.0,40.0,77.5,8,2017-08-11,2017,10.100000000000001,81.96
2536,60.4,53.0,40.9,73.5,44.6,90.0,26.0,77.3,8,2017-08-12,2017,19.5,83.94
2537,59.5,57.0,42.5,75.8,46.1,86.0,24.0,77.4,8,2017-08-13,2017,17.0,84.02
2538,60.5,55.0,42.3,78.5,46.8,87.0,22.0,78.0,8,2017-08-14,2017,18.200000000000003,87.1
2539,60.2,56.0,42.1,74.9,45.2,92.0,19.0,77.4,8,2017-08-15,2017,18.1,87.97999999999999
2540,55.9,61.0,42.2,64.3,44.2,86.0,41.0,64.3,8,2017-08-16,2017,13.699999999999996,68.3
2541,57.9,54.0,36.5,78.1,38.2,93.0,18.0,77.7,8,2017-08-17,2017,21.4,98.89999999999999
2542,62.1,47.0,38.7,80.5,42.3,76.0,15.0,78.9,8,2017-08-18,2017,23.4,92.16
2543,64.9,40.0,32.5,86.5,41.8,82.0,7.0,83.1,8,2017-08-19,2017,32.400000000000006,103.7
2544,63.3,39.0,36.6,79.0,50.1,67.0,17.0,78.0,8,2017-08-20,2017,26.699999999999996,78.9
2545,59.4,55.0,40.8,80.5,42.5,83.0,19.0,79.0,8,2017-08-21,2017,18.6,93.03999999999999
2546,58.2,66.0,45.8,73.9,40.9,94.0,38.0,77.4,8,2017-08-22,2017,12.400000000000006,85.16000000000001
2547,61.1,50.0,40.4,78.3,48.5,75.0,17.0,77.6,8,2017-08-23,2017,20.700000000000003,82.68
2548,57.6,56.0,40.3,77.6,41.9,87.0,19.0,77.5,8,2017-08-24,2017,17.300000000000004,92.17999999999998
2549,60.2,47.0,37.2,78.1,41.3,78.0,20.0,77.6,8,2017-08-25,2017,23.0,89.68
2550,63.9,40.0,33.4,84.5,42.5,76.0,13.0,81.5,8,2017-08-26,2017,30.5,96.68
2551,61.2,44.0,36.9,77.2,43.5,69.0,22.0,77.6,8,2017-08-27,2017,24.300000000000004,82.62
2552,60.8,50.0,37.8,82.6,40.3,88.0,15.0,80.2,8,2017-08-28,2017,23.0,100.58
2553,58.9,51.0,38.1,81.6,41.1,81.0,17.0,79.5,8,2017-08-29,2017,20.799999999999997,95.53999999999999
2554,59.7,52.0,39.6,77.9,42.1,81.0,20.0,77.7,8,2017-08-30,2017,20.1,89.75999999999999
2555,58.4,64.0,44.3,78.3,44.5,88.0,22.0,78.0,8,2017-08-31,2017,14.100000000000001,89.56
2556,61.9,52.0,40.8,78.1,47.3,92.0,20.0,77.7,9,2017-09-01,2017,21.1,88.72
2557,60.7,51.0,38.9,79.2,40.3,88.0,21.0,78.5,9,2017-09-02,2017,21.800000000000004,95.02000000000001
2558,65.4,40.0,33.1,88.6,42.9,81.0,10.0,84.7,9,2017-09-03,2017,32.300000000000004,103.26
2559,60.3,43.0,34.2,85.9,41.5,68.0,8.0,82.6,9,2017-09-04,2017,26.099999999999994,98.0
2560,53.3,60.0,39.3,64.7,41.3,82.0,40.0,64.7,9,2017-09-05,2017,14.0,70.52000000000001
2561,53.9,60.0,37.6,72.8,34.1,94.0,27.0,77.2,9,2017-09-06,2017,16.299999999999997,94.82
2562,56.9,50.0,34.4,76.1,37.6,89.0,18.0,76.6,9,2017-09-07,2017,22.5,96.05999999999999
2563,56.7,55.0,37.6,77.6,39.1,80.0,19.0,77.4,9,2017-09-08,2017,19.1,92.45999999999998
2564,59.1,57.0,41.2,82.0,43.6,88.0,18.0,79.9,9,2017-09-09,2017,17.9,95.6
2565,58.3,60.0,42.6,78.6,44.3,84.0,20.0,77.9,9,2017-09-10,2017,15.699999999999996,89.34
2566,58.7,64.0,44.7,77.6,46.2,89.0,26.0,77.7,9,2017-09-11,2017,14.0,86.07999999999998
2567,62.0,49.0,38.0,81.1,41.6,91.0,15.0,79.2,9,2017-09-12,2017,24.0,98.85999999999999
2568,63.6,38.0,35.7,79.6,51.1,62.0,17.0,78.3,9,2017-09-13,2017,27.9,76.69999999999999
2569,59.9,46.0,37.2,75.4,47.6,68.0,20.0,76.3,9,2017-09-14,2017,22.699999999999996,77.08000000000001
2570,59.3,34.0,29.3,71.5,48.0,72.0,15.0,74.3,9,2017-09-15,2017,29.999999999999996,76.02
2571,51.8,51.0,31.3,64.2,39.2,86.0,15.0,64.2,9,2017-09-16,2017,20.499999999999996,82.56
2572,48.1,67.0,35.6,68.3,30.9,92.0,20.0,74.3,9,2017-09-17,2017,12.5,95.32
2573,53.3,49.0,29.0,72.0,33.2,90.0,15.0,74.0,9,2017-09-18,2017,24.299999999999997,97.80000000000001
2574,62.5,19.0,18.3,72.1,53.5,41.0,11.0,73.4,9,2017-09-19,2017,44.2,61.39999999999999
2575,55.4,39.0,29.3,72.5,39.9,61.0,17.0,75.1,9,2017-09-20,2017,26.099999999999998,80.44
2576,58.3,30.0,20.9,78.6,35.0,68.0,10.0,77.2,9,2017-09-21,2017,37.4,96.48
2577,51.8,45.0,28.8,71.6,33.5,74.0,18.0,75.6,9,2017-09-22,2017,22.999999999999996,90.25999999999999
2578,43.7,78.0,36.8,58.9,35.8,92.0,47.0,58.9,9,2017-09-23,2017,6.900000000000006,71.30000000000001
2579,39.5,90.0,36.7,45.1,33.8,93.0,76.0,45.1,9,2017-09-24,2017,2.799999999999997,49.42
2580,38.7,79.0,32.3,51.1,28.8,93.0,55.0,51.1,9,2017-09-25,2017,6.400000000000006,67.97999999999999
2581,42.6,72.0,33.8,53.5,31.3,92.0,47.0,53.5,9,2017-09-26,2017,8.800000000000004,70.4
2582,43.7,83.0,39.0,47.0,42.1,90.0,77.0,47.0,9,2017-09-27,2017,4.700000000000003,41.58
2583,43.2,88.0,39.9,47.3,40.6,93.0,76.0,47.3,9,2017-09-28,2017,3.3000000000000043,44.81999999999999
2584,44.0,85.0,39.6,56.5,33.5,95.0,58.0,56.5,9,2017-09-29,2017,4.399999999999999,68.32
2585,48.3,61.0,33.2,62.9,35.2,94.0,22.0,62.9,9,2017-09-30,2017,15.099999999999994,85.62
2586,44.5,70.0,35.0,58.0,38.3,87.0,37.0,58.0,10,2017-10-01,2017,9.5,69.7
2587,34.9,84.0,30.4,38.8,31.8,93.0,63.0,38.8,10,2017-10-02,2017,4.5,49.8
2588,37.1,79.0,31.2,44.1,27.2,89.0,68.0,44.1,10,2017-10-03,2017,5.900000000000002,56.46
2589,46.5,74.0,37.5,65.6,29.1,93.0,43.0,65.6,10,2017-10-04,2017,9.0,86.5
2590,45.7,70.0,35.1,61.6,33.1,94.0,36.0,61.6,10,2017-10-05,2017,10.600000000000001,81.38
2591,41.7,55.0,23.4,54.7,28.1,93.0,22.0,54.7,10,2017-10-06,2017,18.300000000000004,84.16
2592,53.7,28.0,19.5,68.6,42.3,46.0,13.0,72.6,10,2017-10-07,2017,34.2,70.17999999999999
2593,51.6,37.0,20.6,67.3,30.9,93.0,13.0,67.3,10,2017-10-08,2017,31.0,97.2
2594,27.1,90.0,24.6,32.1,20.5,93.0,86.0,32.1,10,2017-10-09,2017,2.5,46.120000000000005
2595,30.9,77.0,23.6,52.0,12.8,90.0,40.0,52.0,10,2017-10-10,2017,7.299999999999997,89.19999999999999
2596,54.7,20.0,10.1,67.6,26.3,91.0,8.0,67.6,10,2017-10-11,2017,44.6,103.17999999999999
2597,53.4,32.0,21.0,67.4,37.2,66.0,13.0,67.4,10,2017-10-12,2017,32.4,81.28
2598,42.6,57.0,23.2,62.3,25.6,88.0,11.0,62.3,10,2017-10-13,2017,19.400000000000002,96.41999999999999
2599,38.9,36.0,10.9,48.2,28.1,87.0,18.0,48.2,10,2017-10-14,2017,28.0,76.94
2600,45.9,24.0,8.2,62.1,29.5,58.0,12.0,62.1,10,2017-10-15,2017,37.7,81.16
2601,50.4,19.0,3.0,71.3,28.5,58.0,4.0,70.6,10,2017-10-16,2017,47.4,94.24
2602,55.4,14.0,5.0,69.6,37.5,28.0,8.0,71.0,10,2017-10-17,2017,50.4,71.29999999999998
2603,52.9,18.0,7.4,68.8,31.8,49.0,7.0,70.3,10,2017-10-18,2017,45.5,84.12
2604,46.0,39.0,18.4,72.5,24.7,66.0,12.0,73.8,10,2017-10-19,2017,27.6,99.24
2605,55.7,31.0,24.2,66.1,40.9,49.0,16.0,66.1,10,2017-10-20,2017,31.500000000000004,69.08000000000001
2606,36.7,31.0,8.2,47.9,29.1,69.0,19.0,47.9,10,2017-10-21,2017,28.500000000000004,68.8
2607,47.4,30.0,16.8,58.9,37.6,41.0,15.0,58.9,10,2017-10-22,2017,30.599999999999998,62.66
2608,45.3,45.0,23.9,55.7,29.1,76.0,24.0,55.7,10,2017-10-23,2017,21.4,77.32
2609,43.6,42.0,16.0,64.0,20.5,83.0,15.0,64.0,10,2017-10-24,2017,27.6,99.98
2610,54.2,21.0,12.8,72.7,31.9,46.0,7.0,72.5,10,2017-10-25,2017,41.400000000000006,86.84
2611,38.7,55.0,18.5,54.2,23.8,88.0,16.0,54.2,10,2017-10-26,2017,20.200000000000003,88.32000000000001
2612,26.4,74.0,18.9,37.3,12.9,88.0,59.0,37.3,10,2017-10-27,2017,7.5,66.84
2613,44.1,48.0,25.0,56.5,30.4,71.0,32.0,56.5,10,2017-10-28,2017,19.1,72.14
2614,48.1,42.0,24.2,61.8,32.9,82.0,23.0,61.8,10,2017-10-29,2017,23.900000000000002,82.14000000000001
2615,25.4,82.0,20.6,32.9,22.4,88.0,71.0,32.9,10,2017-10-30,2017,4.799999999999997,48.62
2616,38.3,45.0,13.9,49.9,22.4,91.0,15.0,49.9,10,2017-10-31,2017,24.4,86.86000000000001
2617,50.4,26.0,17.0,59.3,44.6,31.0,20.0,59.3,11,2017-11-01,2017,33.4,50.66
2618,42.9,55.0,24.8,60.7,26.4,89.0,22.0,60.7,11,2017-11-02,2017,18.099999999999998,90.42
2619,49.7,33.0,19.5,60.1,26.0,91.0,17.0,60.1,11,2017-11-03,2017,30.200000000000003,92.74
2620,42.9,63.0,30.0,50.4,37.0,87.0,35.0,50.4,11,2017-11-04,2017,12.899999999999999,64.12
2621,35.5,86.0,31.6,48.5,29.7,94.0,46.0,48.5,11,2017-11-05,2017,3.8999999999999986,68.08
2622,38.9,59.0,24.1,49.5,28.8,93.0,29.0,49.5,11,2017-11-06,2017,14.799999999999997,75.74
2623,26.5,86.0,23.0,32.1,15.2,90.0,78.0,32.1,11,2017-11-07,2017,3.5,53.220000000000006
2624,27.0,58.0,11.7,50.4,4.3,86.0,19.0,50.4,11,2017-11-08,2017,15.3,102.22
2625,31.5,54.0,14.1,52.8,14.1,81.0,11.0,52.8,11,2017-11-09,2017,17.4,95.9
2626,45.0,36.0,18.6,55.1,29.5,66.0,23.0,55.1,11,2017-11-10,2017,26.4,73.08000000000001
2627,39.7,41.0,16.4,49.5,27.3,70.0,25.0,49.5,11,2017-11-11,2017,23.300000000000004,70.4
2628,36.1,49.0,14.9,56.5,18.0,85.0,15.0,56.5,11,2017-11-12,2017,21.200000000000003,95.69999999999999
2629,47.0,32.0,17.0,59.8,32.8,58.0,18.0,59.8,11,2017-11-13,2017,30.0,73.4
2630,48.8,24.0,13.3,58.9,40.9,36.0,17.0,58.9,11,2017-11-14,2017,35.5,56.84
2631,39.9,37.0,14.3,53.5,24.4,72.0,14.0,53.5,11,2017-11-15,2017,25.599999999999998,81.98
2632,50.8,26.0,16.7,59.8,45.8,39.0,19.0,59.7,11,2017-11-16,2017,34.099999999999994,53.2
2633,41.9,56.0,26.3,51.1,26.1,82.0,31.0,51.1,11,2017-11-17,2017,15.599999999999998,75.36
2634,30.3,31.0,2.0,37.5,22.4,65.0,20.0,37.5,11,2017-11-18,2017,28.3,63.30000000000001
2635,40.0,17.0,-2.1,49.9,29.3,32.0,10.0,49.9,11,2017-11-19,2017,42.1,60.52
2636,45.0,14.0,-2.5,51.7,39.2,44.0,9.0,51.7,11,2017-11-20,2017,47.5,57.1
2637,38.3,66.0,27.1,46.2,30.6,86.0,36.0,46.2,11,2017-11-21,2017,11.199999999999996,65.6
2638,48.6,48.0,29.7,55.7,43.5,58.0,36.0,55.7,11,2017-11-22,2017,18.900000000000002,52.120000000000005
2639,51.6,37.0,25.0,59.9,45.5,57.0,21.0,59.9,11,2017-11-23,2017,26.6,59.36
2640,50.0,34.0,21.3,59.6,40.5,72.0,18.0,59.6,11,2017-11-24,2017,28.7,70.53999999999999
2641,48.0,27.0,13.7,56.0,42.5,44.0,12.0,56.0,11,2017-11-25,2017,34.3,57.02000000000001
2642,52.5,24.0,16.3,63.5,42.2,43.0,15.0,63.5,11,2017-11-26,2017,36.2,63.379999999999995
2643,53.1,20.0,12.5,66.0,37.8,35.0,11.0,66.0,11,2017-11-27,2017,40.6,68.84
2644,30.2,78.0,23.7,41.1,19.5,89.0,31.0,41.1,11,2017-11-28,2017,6.5,74.48
2645,42.4,35.0,14.7,55.0,19.4,88.0,19.0,55.0,11,2017-11-29,2017,27.7,92.44
2646,38.2,39.0,11.7,52.6,15.9,80.0,18.0,52.6,11,2017-11-30,2017,26.500000000000004,91.02
2647,42.2,38.0,17.6,52.0,28.8,64.0,26.0,52.0,12,2017-12-01,2017,24.6,68.88
2648,44.2,36.0,16.9,55.1,26.1,72.0,21.0,55.1,12,2017-12-02,2017,27.300000000000004,79.36
2649,46.5,33.0,17.6,55.9,33.2,86.0,18.0,55.9,12,2017-12-03,2017,28.9,79.18
2650,25.5,40.0,4.2,33.5,20.3,86.0,26.0,33.5,12,2017-12-04,2017,21.3,66.80000000000001
2651,28.6,29.0,0.2,42.8,20.0,41.0,20.0,42.8,12,2017-12-05,2017,28.400000000000002,62.36
2652,21.4,36.0,-2.0,29.0,15.7,55.0,21.0,29.0,12,2017-12-06,2017,23.4,57.54
2653,25.6,34.0,1.0,36.2,14.6,41.0,25.0,36.1,12,2017-12-07,2017,24.6,59.36
2654,39.1,20.0,1.0,45.8,33.8,36.0,13.0,45.8,12,2017-12-08,2017,38.1,52.279999999999994
2655,41.9,13.0,-5.3,49.6,33.7,18.0,10.0,49.6,12,2017-12-09,2017,47.199999999999996,50.78
2656,41.1,13.0,-7.4,52.0,26.0,21.0,7.0,52.0,12,2017-12-10,2017,48.5,63.04
2657,43.7,15.0,-3.3,53.9,26.3,34.0,8.0,53.9,12,2017-12-11,2017,47.0,68.96000000000001
2658,44.2,24.0,7.3,59.5,23.5,42.0,13.0,59.5,12,2017-12-12,2017,36.900000000000006,78.44
2659,40.9,26.0,3.7,50.8,26.6,84.0,11.0,50.8,12,2017-12-13,2017,37.199999999999996,82.48
2660,26.0,57.0,10.7,34.0,15.6,86.0,24.0,34.0,12,2017-12-14,2017,15.3,72.72
2661,41.0,18.0,0.4,48.9,30.3,27.0,13.0,48.9,12,2017-12-15,2017,40.6,55.64
2662,36.1,31.0,4.1,43.5,24.5,79.0,10.0,43.5,12,2017-12-16,2017,32.0,75.84
2663,31.4,50.0,11.6,41.8,20.6,84.0,22.0,41.8,12,2017-12-17,2017,19.799999999999997,75.52
2664,39.3,35.0,13.6,45.1,32.7,42.0,25.0,45.1,12,2017-12-18,2017,25.699999999999996,50.519999999999996
2665,41.1,32.0,13.0,51.4,29.4,52.0,20.0,51.4,12,2017-12-19,2017,28.1,65.52000000000001
2666,42.4,25.0,8.6,51.6,26.4,50.0,16.0,51.6,12,2017-12-20,2017,33.8,69.44
2667,15.3,75.0,8.7,32.2,1.7,83.0,44.0,32.2,12,2017-12-21,2017,6.600000000000001,76.53999999999999
2668,22.3,54.0,6.6,32.2,1.7,85.0,32.0,32.2,12,2017-12-22,2017,15.700000000000001,81.58
2669,25.7,67.0,15.8,31.3,7.4,88.0,40.0,31.3,12,2017-12-23,2017,9.899999999999999,73.18
2670,23.6,30.0,-4.7,30.4,6.0,76.0,15.0,30.4,12,2017-12-24,2017,28.3,78.36
2671,30.6,61.0,18.5,35.9,27.5,81.0,40.0,35.9,12,2017-12-25,2017,12.100000000000001,55.16
2672,32.7,40.0,9.8,39.2,26.6,81.0,23.0,39.2,12,2017-12-26,2017,22.900000000000002,65.48
2673,35.5,28.0,5.5,39.3,30.9,39.0,22.0,39.3,12,2017-12-27,2017,30.0,46.519999999999996
2674,40.0,20.0,2.3,44.3,36.0,28.0,16.0,44.3,12,2017-12-28,2017,37.7,44.620000000000005
2675,45.5,16.0,2.0,53.3,39.2,22.0,11.0,53.3,12,2017-12-29,2017,43.5,50.06
2676,43.9,20.0,-0.2,54.5,19.1,72.0,7.0,54.5,12,2017-12-30,2017,44.1,90.80000000000001
2677,20.7,63.0,9.2,35.6,12.4,79.0,15.0,35.6,12,2017-12-31,2017,11.5,78.24000000000001
2678,34.6,25.0,0.3,44.1,22.5,48.0,13.0,44.1,1,2018-01-01,2018,34.300000000000004,66.2
2679,29.7,24.0,-8.5,46.2,13.8,57.0,6.0,46.2,1,2018-01-02,2018,38.2,82.76
2680,35.9,17.0,-7.1,51.6,13.8,38.0,8.0,51.6,1,2018-01-03,2018,43.0,80.6
2681,35.9,23.0,0.7,50.8,15.6,42.0,12.0,50.8,1,2018-01-04,2018,35.199999999999996,78.0
2682,43.1,26.0,10.2,51.3,20.5,41.0,18.0,51.3,1,2018-01-05,2018,32.900000000000006,71.08
2683,41.3,41.0,18.7,50.7,27.3,68.0,27.0,50.7,1,2018-01-06,2018,22.599999999999998,70.16
2684,37.5,40.0,14.4,46.2,28.8,68.0,27.0,42.3,1,2018-01-07,2018,23.1,64.16
2685,46.9,19.0,4.9,56.0,28.8,40.0,8.0,56.0,1,2018-01-08,2018,42.0,70.72
2686,47.6,41.0,25.0,53.9,36.6,53.0,31.0,53.9,1,2018-01-09,2018,22.6,57.22
2687,39.5,54.0,23.3,56.0,27.3,83.0,38.0,46.8,1,2018-01-10,2018,16.2,76.9
2688,26.7,41.0,5.6,31.6,21.8,60.0,27.0,31.6,1,2018-01-11,2018,21.1,53.68
2689,32.5,51.0,15.8,41.9,21.8,76.0,30.0,41.9,1,2018-01-12,2018,16.7,68.66
2690,32.2,44.0,12.4,35.6,26.3,50.0,37.0,35.6,1,2018-01-13,2018,19.800000000000004,45.980000000000004
2691,38.0,30.0,7.3,50.1,23.5,60.0,15.0,50.1,1,2018-01-14,2018,30.7,74.80000000000001
2692,16.0,77.0,10.1,50.1,-1.2,87.0,54.0,30.2,1,2018-01-15,2018,5.9,95.17999999999999
2693,13.8,51.0,-3.6,39.1,-5.6,76.0,13.0,39.1,1,2018-01-16,2018,17.400000000000002,99.38000000000001
2694,35.7,20.0,-3.2,49.2,19.9,49.0,9.0,49.2,1,2018-01-17,2018,38.900000000000006,75.70000000000002
2695,36.8,17.0,-5.5,55.1,11.6,31.0,4.0,55.1,1,2018-01-18,2018,42.3,85.22
2696,48.1,24.0,12.9,56.7,39.9,31.0,6.0,56.7,1,2018-01-19,2018,35.2,57.8
2697,35.7,54.0,18.8,50.7,23.5,89.0,27.0,50.7,1,2018-01-20,2018,16.900000000000002,81.52000000000001
2698,18.7,79.0,13.2,23.5,16.1,89.0,56.0,23.5,1,2018-01-21,2018,5.5,51.28
2699,23.7,34.0,-1.4,31.0,17.3,56.0,21.0,31.0,1,2018-01-22,2018,25.099999999999998,58.300000000000004
2700,25.4,36.0,1.9,31.3,18.8,54.0,25.0,31.3,1,2018-01-23,2018,23.5,54.94
2701,35.6,25.0,2.7,42.3,26.9,34.0,17.0,42.3,1,2018-01-24,2018,32.9,53.52000000000001
2702,42.8,15.0,-3.2,52.2,32.4,52.0,9.0,52.2,1,2018-01-25,2018,46.0,67.28
2703,25.2,44.0,5.1,33.2,18.6,75.0,24.0,33.1,1,2018-01-26,2018,20.1,64.96000000000001
2704,27.5,32.0,1.1,36.0,21.0,41.0,19.0,36.0,1,2018-01-27,2018,26.4,54.919999999999995
2705,34.2,39.0,11.0,44.8,27.6,49.0,24.0,44.8,1,2018-01-28,2018,23.200000000000003,58.199999999999996
2706,40.4,33.0,11.8,50.8,33.2,53.0,15.0,50.8,1,2018-01-29,2018,28.599999999999998,63.27999999999999
2707,46.4,19.0,5.5,55.1,39.1,24.0,13.0,55.1,1,2018-01-30,2018,40.9,51.96
2708,39.2,35.0,11.0,48.2,18.9,84.0,21.0,48.2,1,2018-01-31,2018,28.200000000000003,83.98
2709,40.5,47.0,21.8,41.6,30.3,69.0,42.0,41.6,2,2018-02-02,2018,18.7,53.019999999999996
2710,39.3,46.0,19.5,46.1,33.5,79.0,27.0,46.1,2,2018-02-03,2018,19.799999999999997,63.31999999999999
2711,40.9,43.0,19.8,46.7,34.4,63.0,31.0,46.7,2,2018-02-04,2018,21.099999999999998,55.82000000000001
2712,33.8,62.0,21.0,42.1,21.1,85.0,28.0,42.1,2,2018-02-05,2018,12.799999999999997,73.52000000000001
2713,31.2,44.0,10.7,41.1,20.8,83.0,24.0,41.1,2,2018-02-06,2018,20.5,73.53999999999999
2714,35.8,38.0,12.4,46.0,28.2,49.0,26.0,46.0,2,2018-02-07,2018,23.4,58.080000000000005
2715,40.8,38.0,16.4,50.5,35.5,48.0,24.0,50.5,2,2018-02-08,2018,24.4,55.64
2716,34.6,49.0,14.6,50.5,10.7,82.0,16.0,50.5,2,2018-02-09,2018,20.0,95.56
2717,15.2,74.0,8.1,28.2,4.8,81.0,39.0,28.2,2,2018-02-10,2018,7.1,70.52
2718,21.8,40.0,0.1,34.3,4.3,70.0,25.0,34.3,2,2018-02-11,2018,21.7,78.19999999999999
2719,18.9,70.0,10.4,31.0,12.8,85.0,51.0,31.0,2,2018-02-12,2018,8.499999999999998,62.44
2720,32.2,61.0,19.2,41.8,18.3,89.0,38.0,41.8,2,2018-02-13,2018,13.000000000000004,73.86
2721,39.2,42.0,17.9,45.4,33.1,70.0,31.0,45.4,2,2018-02-14,2018,21.300000000000004,58.34
