,avg_win,avg_gus,avg_dir,rfm,Month,aag,aaw,aar,aad
2419,3.3,5.2,84.0,0.45,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2420,5.0,7.9,91.0,0.48,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2421,10.3,15.4,93.0,0.48,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2422,3.5,5.8,100.0,0.5,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2423,5.3,8.5,85.0,0.67,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2424,5.2,8.3,101.0,0.69,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2425,1.9,3.8,121.0,0.75,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2426,1.9,3.2,120.0,0.89,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2427,4.0,6.0,121.0,0.96,4,8.599376947040499,5.726479750778816,0.5156697819314642,216.7663551401869
2428,2.2,3.9,121.0,0.01,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2429,2.1,4.0,105.0,0.01,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2430,2.4,4.2,109.0,0.01,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2431,1.9,3.8,118.0,0.01,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2432,1.8,3.3,120.0,0.01,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2433,2.1,3.7,112.0,0.04,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2434,4.2,6.5,89.0,0.58,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2435,4.8,7.4,76.0,0.66,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
2436,6.1,9.0,70.0,0.85,5,11.974777448071217,4.794065281899109,1.0198516320474778,202.41839762611275
